TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,DF,CONTCODE,YEAR,VALUE,SHIPWT,FREIGHT_CHARGES
1,0103,84,5,1220,1,X,2021,78644,0,2268
1,0103,84,5,1220,2,X,2021,104794,0,1101
1,0103,85,5,1220,1,X,2021,29082,0,582
1,0103,87,5,1220,2,X,2021,18773,0,0
1,0103,89,5,1220,1,X,2021,2687,0,38
1,0103,89,8,1220,1,X,2021,421618,0,4173
1,0103,94,5,1220,1,X,2021,4458,0,0
1,0103,94,5,1220,2,X,2021,54723,0,532
1,0103,95,5,1220,1,X,2021,26827,0,981
1,0104,01,5,1220,1,X,2021,1138505,0,21757
1,0104,01,5,1220,2,X,2021,2956,0,0
1,0104,03,5,1220,1,X,2021,106908,0,0
1,0104,05,5,1220,1,X,2021,31664,0,920
1,0104,07,5,1220,1,X,2021,55933,0,2156
1,0104,08,5,1220,1,X,2021,494011,0,17753
1,0104,08,5,1220,2,X,2021,10465,0,205
1,0104,10,6,1220,1,X,2021,138813,0,1926
1,0104,12,5,1220,1,X,2021,91280,0,7601
1,0104,16,5,1220,1,X,2021,87713,0,3682
1,0104,17,5,1220,1,X,2021,4572366,0,205786
1,0104,18,5,1220,1,X,2021,88796,0,4574
1,0104,19,5,1220,1,X,2021,736508,0,40832
1,0104,20,5,1220,1,X,2021,28145,0,551
1,0104,21,5,1220,1,X,2021,226125,0,545
1,0104,22,6,1220,1,X,2021,4436701,0,194324
1,0104,23,5,1220,1,X,2021,22970,0,513
1,0104,25,5,1220,1,X,2021,492030,0,38178
1,0104,25,6,1220,1,X,2021,139378,0,713
1,0104,26,5,1220,1,X,2021,132979,0,2362
1,0104,27,5,1220,1,X,2021,84595,0,1764
1,0104,28,5,1220,1,X,2021,151757,0,19856
1,0104,28,6,1220,1,X,2021,6893,0,1031
1,0104,29,5,1220,1,X,2021,141286,0,5196
1,0104,29,5,1220,2,X,2021,3065,0,75
1,0104,31,5,1220,1,X,2021,498706,0,45885
1,0104,32,5,1220,1,X,2021,4503,0,88
1,0104,32,5,1220,2,X,2021,135365,0,3276
1,0104,33,5,1220,1,X,2021,71276,0,2358
1,0104,34,5,1220,1,X,2021,71936,0,574
1,0104,34,5,1220,2,X,2021,3587,0,16
1,0104,35,5,1220,1,X,2021,7811,0,387
1,0104,35,5,1220,2,X,2021,3603,0,179
1,0104,38,5,1220,1,X,2021,2330932,0,44843
1,0104,39,5,1220,1,X,2021,731714,0,32039
1,0104,39,5,1220,2,X,2021,201803,0,6721
1,0104,40,5,1220,1,X,2021,27197,0,1402
1,0104,40,5,1220,2,X,2021,16410,0,747
1,0104,42,5,1220,1,X,2021,9297,0,270
1,0104,42,5,1220,2,X,2021,3005,0,0
1,0104,44,5,1220,1,X,2021,111065536,0,3065879
1,0104,44,5,1220,2,X,2021,293290,0,4158
1,0104,44,6,1220,1,X,2021,1656079,0,45888
1,0104,44,8,1220,1,X,2021,17284,0,0
1,0104,46,5,1220,1,X,2021,15421,0,599
1,0104,46,5,1220,2,X,2021,12295,0,0
1,0104,47,5,1220,1,X,2021,15705908,0,1116825
1,0104,47,6,1220,1,X,2021,4838703,0,101088
1,0104,48,5,1220,1,X,2021,79135595,0,7941358
1,0104,48,5,1220,2,X,2021,29541,0,906
1,0104,48,6,1220,1,X,2021,3540929,0,31179
1,0104,49,5,1220,1,X,2021,1430925,0,38656
1,0104,51,5,1220,1,X,2021,76387,0,1219
1,0104,54,5,1220,1,X,2021,8405440,0,117493
1,0104,54,5,1220,2,X,2021,15740,0,308
1,0104,55,5,1220,1,X,2021,5972417,0,93716
1,0104,55,5,1220,2,X,2021,138877,0,2094
1,0104,56,5,1220,1,X,2021,152288,0,2295
1,0104,56,5,1220,2,X,2021,8684,0,84
1,0104,57,5,1220,1,X,2021,15404,0,449
1,0104,58,5,1220,1,X,2021,53988,0,1007
1,0104,58,5,1220,2,X,2021,7583,0,226
1,0104,59,5,1220,1,X,2021,103669,0,2814
1,0104,59,5,1220,2,X,2021,37905,0,367
1,0104,63,5,1220,1,X,2021,4303,0,125
1,0104,63,5,1220,2,X,2021,12709,0,370
1,0104,64,5,1220,1,X,2021,44977,0,881
1,0104,65,5,1220,2,X,2021,3261,0,98
1,0104,68,5,1220,1,X,2021,3499458,0,160832
1,0104,69,5,1220,1,X,2021,147282,0,4157
1,0104,69,5,1220,2,X,2021,2665,0,85
1,0104,70,5,1220,1,X,2021,65411,0,2985
1,0104,70,5,1220,2,X,2021,31118,0,1653
1,0104,72,5,1220,1,X,2021,316469,0,12330
1,0104,72,6,1220,1,X,2021,1046479,0,25329
1,0104,73,5,1220,1,X,2021,898884,0,12341
1,0104,73,5,1220,2,X,2021,74767,0,1299
1,0104,74,5,1220,1,X,2021,557144,0,3666
1,0104,74,5,1220,2,X,2021,6272,0,139
1,0104,75,5,1220,1,X,2021,8382,0,18
1,0104,76,5,1220,1,X,2021,1025804,0,43699
1,0104,80,5,1220,1,X,2021,14106,0,842
1,0104,81,5,1220,2,X,2021,17419,0,13
1,0104,82,5,1220,1,X,2021,23717,0,341
1,0104,82,5,1220,2,X,2021,12588,0,288
1,0104,83,5,1220,1,X,2021,99643,0,1316
1,0104,83,5,1220,2,X,2021,2722,0,69
1,0104,84,5,1220,1,X,2021,4209372,0,67714
1,0104,84,5,1220,2,X,2021,6895411,0,168747
1,0104,85,5,1220,1,X,2021,194396,0,7659
1,0104,85,5,1220,2,X,2021,62052,0,1601
1,0104,87,5,1220,1,X,2021,14466803,0,314462
1,0104,87,5,1220,2,X,2021,1064382,0,15476
1,0104,88,5,1220,1,X,2021,509476,0,648
1,0104,88,5,1220,2,X,2021,730024,0,440
1,0104,89,5,1220,1,X,2021,4118283,0,78167
1,0104,89,5,1220,2,X,2021,66127,0,1664
1,0104,90,5,1220,1,X,2021,36102,0,405
1,0104,90,5,1220,2,X,2021,26793,0,487
1,0104,92,5,1220,1,X,2021,3986,0,0
1,0104,94,5,1220,1,X,2021,253773,0,18428
1,0104,94,5,1220,2,X,2021,8124,0,116
1,0104,95,5,1220,1,X,2021,231976,0,5901
1,0104,95,5,1220,2,X,2021,201749,0,4576
1,0104,96,5,1220,1,X,2021,170918,0,4598
1,0104,97,5,1220,1,X,2021,16076,0,348
1,0104,98,5,1220,1,X,2021,804769,0,17391
1,0104,98,5,1220,2,X,2021,319399,0,6929
1,0105,03,5,1220,1,X,2021,51978,0,5575
1,0105,17,5,1220,1,X,2021,71894,0,1984
1,0105,17,6,1220,1,X,2021,132705,0,4014
1,0105,23,6,1220,1,X,2021,283403,0,13475
1,0105,25,6,1220,1,X,2021,1668719,0,143452
1,0105,25,6,1220,2,X,2021,8815191,0,648482
1,0105,27,6,1220,1,X,2021,293170,0,7160
1,0105,28,6,1220,1,X,2021,62085,0,6668
1,0105,29,6,1220,1,X,2021,22799,0,2759
1,0105,39,5,1220,1,X,2021,105340,0,4441
1,0105,44,5,1220,1,X,2021,93160,0,2158
1,0105,44,6,1220,1,X,2021,10259355,0,1114094
1,0105,47,6,1220,1,X,2021,381718,0,1598
1,0105,48,5,1220,1,X,2021,136178,0,2605
1,0105,54,5,1220,1,X,2021,276976,0,14039
1,0105,54,5,1220,2,X,2021,15761,0,457
1,0105,55,5,1220,1,X,2021,3093,0,88
1,0105,58,5,1220,1,X,2021,18427,0,597
1,0105,59,5,1220,1,X,2021,98328,0,1544
1,0105,68,5,1220,1,X,2021,46960,0,121
1,0105,72,6,1220,1,X,2021,1667854,0,53918
1,0105,73,5,1220,1,X,2021,125203,0,5
1,0105,73,5,1220,2,X,2021,27653,0,1
1,0105,76,5,1220,1,X,2021,10941,0,1379
1,0105,76,6,1220,1,X,2021,134901,0,1370
1,0105,83,5,1220,1,X,2021,8679,0,78
1,0105,84,5,1220,1,X,2021,113219,0,3037
1,0105,86,6,1220,1,X,2021,3319931,0,949
1,0105,87,5,1220,1,X,2021,345307,0,4804
1,0105,87,5,1220,2,X,2021,4748,0,142
1,0105,90,5,1220,1,X,2021,21725,0,554
1,0105,95,5,1220,1,X,2021,98395,0,2339
1,0106,01,5,1220,1,X,2021,1071760,0,21134
1,0106,01,5,1220,2,X,2021,14028,0,274
1,0106,03,5,1220,1,X,2021,76608893,0,1303160
1,0106,03,5,1220,2,X,2021,12145358,0,207197
1,0106,03,8,1220,1,X,2021,2140647,0,46899
1,0106,04,5,1220,1,X,2021,201300,0,5352
1,0106,05,5,1220,1,X,2021,5661978,0,340940
1,0106,06,5,1220,1,X,2021,1238679,0,22576
1,0106,06,5,1220,2,X,2021,3244126,0,2190
1,0106,07,5,1220,1,X,2021,6030435,0,336148
1,0106,07,5,1220,2,X,2021,77613,0,6383
1,0106,08,5,1220,1,X,2021,3877130,0,76591
1,0106,08,5,1220,2,X,2021,19014097,0,352337
1,0106,08,6,1220,2,X,2021,12662,0,248
1,0106,09,5,1220,1,X,2021,23792,0,379
1,0106,09,5,1220,2,X,2021,548097,0,12270
1,0106,10,5,1220,1,X,2021,294207,0,4950
1,0106,11,5,1220,1,X,2021,678062,0,71387
1,0106,11,5,1220,2,X,2021,121001,0,4835
1,0106,12,5,1220,1,X,2021,1261515,0,90366
1,0106,12,5,1220,2,X,2021,1819745,0,5290
1,0106,14,5,1220,1,X,2021,156705,0,7789
1,0106,15,5,1220,1,X,2021,4475127,0,93461
1,0106,15,5,1220,2,X,2021,176354,0,4893
1,0106,16,5,1220,1,X,2021,1790314,0,43728
1,0106,16,5,1220,2,X,2021,2468997,0,37282
1,0106,17,5,1220,1,X,2021,162756,0,2584
1,0106,17,5,1220,2,X,2021,24893,0,870
1,0106,17,6,1220,1,X,2021,66286,0,1964
1,0106,18,5,1220,1,X,2021,1472992,0,21715
1,0106,18,5,1220,2,X,2021,8769,0,171
1,0106,19,5,1220,1,X,2021,16541906,0,1611737
1,0106,20,5,1220,1,X,2021,4563379,0,418724
1,0106,20,5,1220,2,X,2021,447522,0,20485
1,0106,21,5,1220,1,X,2021,1510384,0,98058
1,0106,21,5,1220,2,X,2021,363304,0,14572
1,0106,22,5,1220,1,X,2021,7842358,0,497076
1,0106,22,5,1220,2,X,2021,1174232,0,66661
1,0106,22,6,1220,1,X,2021,3568,0,6
1,0106,23,5,1220,1,X,2021,571686,0,17615
1,0106,23,5,1220,2,X,2021,29371,0,75
1,0106,25,5,1220,1,X,2021,1470103,0,70277
1,0106,25,5,1220,2,X,2021,73347,0,6004
1,0106,26,5,1220,2,X,2021,110369,0,3711
1,0106,26,6,1220,1,X,2021,17818,0,118
1,0106,27,5,1220,1,X,2021,11303345,0,251690
1,0106,27,5,1220,2,X,2021,65034,0,5807
1,0106,28,5,1220,1,X,2021,5014725,0,405631
1,0106,28,5,1220,2,X,2021,72817,0,3850
1,0106,28,6,1220,1,X,2021,507989,0,25086
1,0106,29,5,1220,1,X,2021,1906324,0,52970
1,0106,29,5,1220,2,X,2021,3497629,0,68200
1,0106,30,5,1220,1,X,2021,33777,0,230
1,0106,30,5,1220,2,X,2021,6606,0,139
1,0106,31,5,1220,1,X,2021,1275071,0,135269
1,0106,31,5,1220,2,X,2021,220101,0,3583
1,0106,32,5,1220,1,X,2021,5494733,0,204438
1,0106,32,5,1220,2,X,2021,295575,0,3733
1,0106,33,5,1220,1,X,2021,3601663,0,76401
1,0106,33,5,1220,2,X,2021,1810628,0,34465
1,0106,34,5,1220,1,X,2021,2872420,0,103434
1,0106,34,5,1220,2,X,2021,3522,0,71
1,0106,35,5,1220,1,X,2021,874192,0,38814
1,0106,38,5,1220,1,X,2021,11029397,0,292545
1,0106,38,5,1220,2,X,2021,1286414,0,64331
1,0106,38,8,1220,1,X,2021,8416,0,0
1,0106,39,5,1220,1,X,2021,46169628,0,1691489
1,0106,39,5,1220,2,X,2021,3892999,0,195155
1,0106,39,6,1220,1,X,2021,10794,0,514
1,0106,40,5,1220,1,X,2021,78054781,0,4313916
1,0106,40,5,1220,2,X,2021,4251879,0,107979
1,0106,41,5,1220,1,X,2021,252271,0,3629
1,0106,42,5,1220,1,X,2021,15212,0,203
1,0106,42,5,1220,2,X,2021,11153,0,56
1,0106,44,5,1220,1,X,2021,21853028,0,1108904
1,0106,44,5,1220,2,X,2021,839741,0,53454
1,0106,44,8,1220,1,X,2021,12599,0,1593
1,0106,46,5,1220,1,X,2021,12525,0,543
1,0106,46,5,1220,2,X,2021,12728,0,410
1,0106,47,5,1220,1,X,2021,1433265,0,46924
1,0106,47,5,1220,2,X,2021,455036,0,2106
1,0106,48,5,1220,1,X,2021,18739828,0,771498
1,0106,48,5,1220,2,X,2021,1613482,0,74335
1,0106,49,5,1220,1,X,2021,595237,0,6912
1,0106,49,5,1220,2,X,2021,45124,0,368
1,0106,51,5,1220,1,X,2021,58310,0,954
1,0106,52,5,1220,1,X,2021,226158,0,4631
1,0106,52,5,1220,2,X,2021,34852,0,514
1,0106,53,5,1220,1,X,2021,9559,0,454
1,0106,54,5,1220,1,X,2021,2103375,0,33567
1,0106,54,5,1220,2,X,2021,308716,0,6146
1,0106,55,5,1220,2,X,2021,17397,0,87
1,0106,56,5,1220,1,X,2021,21318659,0,311802
1,0106,56,5,1220,2,X,2021,161875,0,4322
1,0106,57,5,1220,1,X,2021,1973536,0,55484
1,0106,57,5,1220,2,X,2021,47238,0,926
1,0106,58,5,1220,1,X,2021,147984,0,298
1,0106,58,5,1220,2,X,2021,149064,0,4764
1,0106,59,5,1220,1,X,2021,10821759,0,406825
1,0106,59,5,1220,2,X,2021,77565,0,1590
1,0106,60,5,1220,2,X,2021,9742,0,89
1,0106,61,5,1220,1,X,2021,30857,0,775
1,0106,61,5,1220,2,X,2021,25743,0,177
1,0106,62,5,1220,1,X,2021,5016,0,4
1,0106,62,5,1220,2,X,2021,155265,0,471
1,0106,63,5,1220,1,X,2021,861170,0,8527
1,0106,63,5,1220,2,X,2021,78488,0,6264
1,0106,64,5,1220,1,X,2021,2692,0,170
1,0106,64,5,1220,2,X,2021,4496,0,4
1,0106,65,5,1220,1,X,2021,15466,0,151
1,0106,67,5,1220,1,X,2021,8026,0,408
1,0106,67,5,1220,2,X,2021,2817,0,168
1,0106,68,5,1220,1,X,2021,10996637,0,451998
1,0106,68,5,1220,2,X,2021,188087,0,8701
1,0106,68,6,1220,1,X,2021,47522,0,2258
1,0106,69,5,1220,1,X,2021,299459,0,16126
1,0106,69,5,1220,2,X,2021,27197,0,1157
1,0106,70,5,1220,1,X,2021,4931191,0,147401
1,0106,70,5,1220,2,X,2021,54522,0,2462
1,0106,71,5,1220,1,X,2021,118995,0,460
1,0106,71,5,1220,2,X,2021,1084462,0,3841
1,0106,72,5,1220,1,X,2021,4515117,0,250857
1,0106,72,5,1220,2,X,2021,4627381,0,49029
1,0106,72,6,1220,1,X,2021,2841506,0,130417
1,0106,73,5,1220,1,X,2021,64328303,0,4037313
1,0106,73,5,1220,2,X,2021,3482936,0,179235
1,0106,73,6,1220,1,X,2021,12757,0,510
1,0106,74,5,1220,1,X,2021,3824500,0,64476
1,0106,74,5,1220,2,X,2021,3433,0,85
1,0106,75,5,1220,2,X,2021,294124,0,1964
1,0106,76,5,1220,1,X,2021,14710258,0,1013186
1,0106,76,5,1220,2,X,2021,200687,0,9158
1,0106,76,6,1220,1,X,2021,325579,0,9319
1,0106,78,5,1220,1,X,2021,47828,0,473
1,0106,78,5,1220,2,X,2021,1345237,0,10037
1,0106,79,5,1220,1,X,2021,36060,0,1964
1,0106,80,5,1220,1,X,2021,86580,0,530
1,0106,80,5,1220,2,X,2021,711499,0,1013
1,0106,81,5,1220,1,X,2021,717668,0,3809
1,0106,81,5,1220,2,X,2021,7346,0,557
1,0106,82,5,1220,1,X,2021,598421,0,12850
1,0106,82,5,1220,2,X,2021,52737,0,1552
1,0106,83,5,1220,1,X,2021,421834,0,8564
1,0106,83,5,1220,2,X,2021,288987,0,5681
1,0106,84,5,1220,1,X,2021,86126308,0,1754524
1,0106,84,5,1220,2,X,2021,44017181,0,797854
1,0106,84,8,1220,1,X,2021,3062,0,21
1,0106,84,8,1220,2,X,2021,3905,0,28
1,0106,85,5,1220,1,X,2021,17197848,0,345440
1,0106,85,5,1220,2,X,2021,2404298,0,40534
1,0106,86,5,1220,1,X,2021,1161010,0,21039
1,0106,86,5,1220,2,X,2021,18059,0,354
1,0106,87,5,1220,1,X,2021,97381434,0,1630634
1,0106,87,5,1220,2,X,2021,21862821,0,390025
1,0106,88,5,1220,1,X,2021,1355250,0,7621
1,0106,88,5,1220,2,X,2021,306365,0,64
1,0106,89,5,1220,1,X,2021,20062310,0,261046
1,0106,89,5,1220,2,X,2021,1137235,0,12810
1,0106,89,8,1220,1,X,2021,37907,0,568
1,0106,90,5,1220,1,X,2021,5638693,0,52396
1,0106,90,5,1220,2,X,2021,1710172,0,21963
1,0106,91,5,1220,1,X,2021,3023,0,5
1,0106,94,5,1220,1,X,2021,11993813,0,345629
1,0106,94,5,1220,2,X,2021,2853988,0,59384
1,0106,95,5,1220,1,X,2021,1163399,0,27981
1,0106,95,5,1220,2,X,2021,376428,0,12417
1,0106,96,5,1220,1,X,2021,4106869,0,150697
1,0106,96,5,1220,2,X,2021,36747,0,1987
1,0106,97,5,1220,1,X,2021,20406,0,400
1,0106,98,5,1220,1,X,2021,1382718,0,79
1,0106,98,5,1220,2,X,2021,212363,0,7849
1,0107,07,5,1220,1,X,2021,1011049,0,108117
1,0107,10,5,1220,1,X,2021,340280,0,5821
1,0107,11,5,1220,1,X,2021,401731,0,56336
1,0107,12,5,1220,1,X,2021,71367,0,8786
1,0107,20,5,1220,1,X,2021,116972,0,2083
1,0107,29,5,1220,1,X,2021,2857,0,70
1,0107,31,5,1220,1,X,2021,31386,0,613
1,0107,31,5,1220,2,X,2021,8658,0,169
1,0107,35,5,1220,1,X,2021,18220,0,165
1,0107,39,5,1220,1,X,2021,587518,0,12205
1,0107,44,5,1220,1,X,2021,4819576,0,71935
1,0107,47,5,1220,1,X,2021,124106,0,3289
1,0107,48,5,1220,1,X,2021,52408,0,590
1,0107,68,5,1220,1,X,2021,3558,0,90
1,0107,72,5,1220,1,X,2021,22377,0,1668
1,0107,73,5,1220,1,X,2021,396510,0,16192
1,0107,76,5,1220,1,X,2021,146224,0,1215
1,0107,84,5,1220,1,X,2021,109541,0,3256
1,0107,84,5,1220,2,X,2021,5214,0,155
1,0107,85,5,1220,1,X,2021,53825,0,72
1,0107,87,5,1220,1,X,2021,156351,0,2626
1,0107,87,5,1220,2,X,2021,18411,0,309
1,0107,90,5,1220,1,X,2021,6916,0,420
1,0107,94,5,1220,1,X,2021,2620,0,0
1,0107,95,5,1220,1,X,2021,8581,0,313
1,0107,96,5,1220,1,X,2021,5837,0,178
1,0108,07,5,1220,1,X,2021,4443638,0,194015
1,0108,10,5,1220,1,X,2021,1221207,0,25079
1,0108,11,5,1220,1,X,2021,30653,0,1872
1,0108,12,5,1220,1,X,2021,47611,0,1755
1,0108,18,5,1220,1,X,2021,52301,0,725
1,0108,19,5,1220,1,X,2021,24023,0,542
1,0108,20,5,1220,1,X,2021,128159,0,2110
1,0108,27,5,1220,1,X,2021,60132,0,0
1,0108,35,5,1220,1,X,2021,50931,0,1328
1,0108,39,5,1220,1,X,2021,314464,0,10422
1,0108,39,5,1220,2,X,2021,71597,0,9047
1,0108,40,5,1220,1,X,2021,11897,0,195
1,0108,44,5,1220,1,X,2021,5307115,0,211486
1,0108,44,6,1220,1,X,2021,10908128,0,1287972
1,0108,47,5,1220,1,X,2021,63051,0,945
1,0108,48,5,1220,1,X,2021,13605696,0,478756
1,0108,48,6,1220,1,X,2021,108633,0,1075
1,0108,54,5,1220,1,X,2021,11871,0,232
1,0108,56,5,1220,1,X,2021,98360,0,3167
1,0108,61,5,1220,1,X,2021,26943,0,218
1,0108,63,5,1220,1,X,2021,26775,0,930
1,0108,65,5,1220,2,X,2021,3395,0,101
1,0108,68,5,1220,1,X,2021,8429,0,214
1,0108,72,5,1220,1,X,2021,396717,0,18242
1,0108,73,5,1220,1,X,2021,21492,0,1265
1,0108,73,5,1220,2,X,2021,3203,0,130
1,0108,74,5,1220,1,X,2021,57313,0,342
1,0108,82,5,1220,1,X,2021,275356,0,2577
1,0108,83,5,1220,1,X,2021,2967,0,58
1,0108,83,5,1220,2,X,2021,13853,0,949
1,0108,84,5,1220,1,X,2021,1066544,0,30759
